DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,LICENSE DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
FRANKIE'S PLACE INC,2607 W 47TH ST,CHICAGO,IL,60632,Tavern,41.80824456,-87.68963553,"(41.808244561336195, -87.68963553388181)"
NEIGHBORHOOD TAP INC.,4455 W 55TH ST,CHICAGO,IL,60632,Tavern,41.79299002,-87.73518185,"(41.79299002317134, -87.73518185266693)"
"BUTCH MC GUIRE'S, INC.",20 W DIVISION ST,CHICAGO,IL,60610,Tavern,41.90403823,-87.62950232,"(41.90403823021623, -87.62950232369502)"
REGINA & JOE'S TAP,2988 N MILWAUKEE AVE 1ST,CHICAGO,IL,60618,Tavern,41.9354824,-87.71815122,"(41.93548239995626, -87.7181512208209)"
HYE BAR,3707 N SOUTHPORT AVE 1ST,CHICAGO,IL,60613,Tavern,41.94914623,-87.66392762,"(41.94914622699413, -87.66392761930842)"
STEVE'S LOUNGE,13200 S BALTIMORE AVE,CHICAGO,IL,60633,Tavern,41.65541665,-87.5472908,"(41.655416650555715, -87.54729079495272)"
NEWARK NOOK,6443 N NEWARK AVE 1ST,CHICAGO,IL,60631,Tavern,41.99809626,-87.79894289,"(41.998096263072426, -87.79894288709976)"
J. L. LOUNGE,3402 N CICERO AVE 1ST,CHICAGO,IL,60641,Tavern,41.94257857,-87.74711431,"(41.94257857369689, -87.74711430949259)"
TINA'S,5440 S NARRAGANSETT AVE,CHICAGO,IL,60638,Tavern,41.79300599,-87.78197456,"(41.79300598548857, -87.78197456162096)"
HALF ACRE BEER COMPANY,4253-4257 N LINCOLN AVE 1ST,CHICAGO,IL,60618,Tavern,41.95923309,-87.68215325,"(41.95923309357485, -87.68215325256443)"
THE NORSE BAR,6334 N CLARK ST 1ST #,CHICAGO,IL,60660,Tavern,41.99737346,-87.67054893,"(41.99737346350938, -87.67054892898828)"
LA COPA LIQUORS,4606 S ASHLAND AVE,CHICAGO,IL,60609,Tavern,41.8101805,-87.66516187,"(41.810180497841365, -87.66516186652541)"
RESI'S BIERSTUBE INC,2034 W IRVING PARK RD 1ST,CHICAGO,IL,60618,Tavern,41.95424367,-87.68030425,"(41.95424367096349, -87.68030424642977)"
THE TAP ROOM,2216-2218 N WESTERN AVE,CHICAGO,IL,60647,Tavern,41.9222511,-87.68770673,"(41.92225109936582, -87.68770673354183)"
ANDY'S INC,5734 S PULASKI RD  FRONT,CHICAGO,IL,60629,Tavern,41.78855346,-87.72317449,"(41.78855345866565, -87.72317448804466)"
Crabbby  Kim's,3655 N WESTERN AVE  1ST,CHICAGO,IL,60618,Tavern,41.94834587,-87.68815549,"(41.948345864607994, -87.6881554885054)"
LAST BAY BEER COMPANY LLC,3155 N BROADWAY  1,CHICAGO,IL,60657,Tavern,41.93930968,-87.64422837,"(41.939309677466014, -87.64422837055051)"
FRANK'S TAP & GRILL,9621 S COMMERCIAL AVE  1,CHICAGO,IL,60617,Tavern,41.72028339,-87.55089801,"(41.72028338906699, -87.55089801300306)"
OLD TOWN ALE HOUSE INC,219 W NORTH AVE 1ST,CHICAGO,IL,60610,Tavern,41.91104544,-87.63556024,"(41.911045442113156, -87.63556023465998)"
THIRD RAIL TAVERN,1133 W MADISON ST,CHICAGO,IL,60607,Tavern,41.88153436,-87.65565022,"(41.88153435491253, -87.65565021660242)"
CROWN LIQUORS,2821 N MILWAUKEE AVE 1,CHICAGO,IL,60618,Tavern,41.93250194,-87.71279996,"(41.932501940013964, -87.71279995528784)"
WASH'S PLACE,4223 W MADISON ST 1ST,CHICAGO,IL,60624,Tavern,41.88054624,-87.73153134,"(41.88054624098773, -87.73153134233262)"
WISLA LIQUORS INC,1656 W DIVISION ST 1ST,CHICAGO,IL,60622,Tavern,41.90341976,-87.66967993,"(41.90341975849858, -87.66967992938368)"
ST. PAULI'S BAR,5109 N LINCOLN AVE  1,CHICAGO,IL,60625,Tavern,41.97436947,-87.69199821,"(41.974369465401125, -87.69199821258272)"
MISKA'S LIQUOR,6410-6416 W 63RD ST,CHICAGO,IL,60638,Tavern,41.77777836,-87.78178694,"(41.777778359158, -87.78178694228211)"
CASEY'S CORNER,2733 W DEVON AVE 1ST,CHICAGO,IL,60659,Tavern,41.99746955,-87.69848682,"(41.997469544827794, -87.69848682019041)"
NORMA'S PLACE,2727 E 92ND ST 1,CHICAGO,IL,60617,Tavern,41.72807102,-87.5568948,"(41.72807101713424, -87.55689480076087)"
LAWLOR'S BAR,6854 W ARCHER AVE,CHICAGO,IL,60638,Tavern,41.79222363,-87.79379137,"(41.79222362767739, -87.79379136801617)"
SUNSET CAFFE,5726 N WESTERN AVE,CHICAGO,IL,60659,Tavern,41.98581391,-87.68966419,"(41.98581390944315, -87.68966419321139)"
DROP IN LOUNGE,551 E 79TH ST 1,CHICAGO,IL,60619,Tavern,41.75108301,-87.61047506,"(41.75108300779263, -87.61047505956222)"
FENIX LOUNGE LTD,2906 N PULASKI RD 1ST,CHICAGO,IL,60641,Tavern,41.93384578,-87.72718318,"(41.933845775536575, -87.72718317931765)"
BLONDIE'S LOUNGE LTD,4958 W DIVERSEY AVE 1ST,CHICAGO,IL,60639,Tavern,41.93157874,-87.75138607,"(41.931578736230854, -87.75138607235448)"
"SUPERIOR CLUB, INC.",12001-12003 S HALSTED ST 1,CHICAGO,IL,60628,Tavern,41.67590207,-87.64169805,"(41.67590206604794, -87.64169804628186)"
THE APARTMENT LOUNGE,3806 W 47TH ST 1ST,CHICAGO,IL,60632,Tavern,41.80803944,-87.71901383,"(41.80803943784461, -87.7190138246269)"
9 MUSES BAR & GRILL,315 S HALSTED ST 1ST #,CHICAGO,IL,60661,Tavern,41.87734605,-87.64707598,"(41.877346048439314, -87.64707598114904)"
EL NUEVO GUADALAJARA INC,4350 S ASHLAND AVE,CHICAGO,IL,60609,Tavern,41.81437322,-87.66526255,"(41.81437321852337, -87.66526254784034)"
GRACE LEAVITT FIRE ESCAPE,2157 W GRACE ST 1ST,CHICAGO,IL,60618,Tavern,41.95033739,-87.68336637,"(41.950337385207895, -87.68336637393413)"
SUNNY SIDE TAP,4410 N WESTERN AVE 1ST,CHICAGO,IL,60625,Tavern,41.96168558,-87.68884027,"(41.96168557615108, -87.6888402709371)"
"TRIER LAD'S, INC.",4010 W ARMITAGE AVE,CHICAGO,IL,60639,Tavern,41.91726933,-87.72708067,"(41.917269324979415, -87.7270806717635)"
ROMANS INN,6448 N MILWAUKEE AVE 1ST,CHICAGO,IL,60631,Tavern,41.99840431,-87.78901422,"(41.99840430798829, -87.78901421649417)"
THE SHED,3707 E 106TH ST 1ST #,CHICAGO,IL,60617,Tavern,41.70261593,-87.53376929,"(41.70261593382889, -87.53376928468182)"
JOHN AND SOPHIE'S LOUNGE,2724 W 51ST ST 1ST,CHICAGO,IL,60632,Tavern,41.80111899,-87.69272047,"(41.80111899300386, -87.6927204715834)"
4239 W CERMAK INC,4239 W CERMAK RD 1ST,CHICAGO,IL,60623,Tavern,41.85134441,-87.73115669,"(41.85134440698203, -87.73115669176764)"
SLIPPERY SLOPE,2357 N MILWAUKEE AVE,CHICAGO,IL,60647,Tavern,41.92415031,-87.69915088,"(41.92415030562805, -87.69915088269197)"
CHUCK'S & ED'S TAVERN,3556 W BELMONT AVE 1ST,CHICAGO,IL,60618,Tavern,41.93932776,-87.71726196,"(41.93932776333894, -87.71726196252287)"
CONFESSION,4046 S WESTERN AVE,CHICAGO,IL,60609,Tavern,41.8197968,-87.68488112,"(41.81979679814973, -87.68488112119262)"
LEADER BAR,3000-3004 W IRVING PARK RD 1ST,CHICAGO,IL,60618,Tavern,41.95405926,-87.70319086,"(41.954059261483835, -87.70319085577366)"
CROWBAR LOUNGE,4001 E 106TH ST 1ST,CHICAGO,IL,60617,Tavern,41.70258228,-87.52694018,"(41.70258228222225, -87.52694017548112)"
WHIRLWAY LOUNGE INC,3224 W FULLERTON AVE 1ST,CHICAGO,IL,60647,Tavern,41.92481438,-87.708552,"(41.924814376713584, -87.70855199662113)"
COLUMBIA YACHT CLUB,111 N LAKE SHORE DR,CHICAGO,IL,60601,Tavern,41.88306562,-87.61545613,"(41.88306562263734, -87.61545613448831)"
SLUGGERS,3540 N CLARK ST 1ST,CHICAGO,IL,60657,Tavern,41.94657696,-87.65618754,"(41.946576955272015, -87.65618754109963)"
M & I LOUNGE,6835 W ADDISON ST  1,CHICAGO,IL,60634,Tavern,41.94534052,-87.79741589,"(41.9453405192124, -87.79741588579178)"
CLINCHERS SPORTS BAR,2101 W 18TH PL 1ST,CHICAGO,IL,60608,Tavern,41.85660991,-87.67853602,"(41.85660991269007, -87.67853602323885)"
"GE GE'S ON 5TH, INC.",3134 W FIFTH AVE,CHICAGO,IL,60612,Tavern,41.87873626,-87.70513978,"(41.878736261885635, -87.70513978209578)"
COOKIE'S COCKTAIL LOUNGE,1024 W 79TH ST 1,CHICAGO,IL,60620,Tavern,41.7506627,-87.64996089,"(41.75066269564234, -87.64996089073604)"
THE CABARET CORP,6101 W MONTROSE AVE  1,CHICAGO,IL,60634,Tavern,41.9602065,-87.77952197,"(41.96020649808176, -87.77952196462435)"
ESTRELLA BLANCA NIGHT CLUB,3049 N CICERO AVE,CHICAGO,IL,60641,Tavern,41.93666807,-87.7466546,"(41.93666807129704, -87.74665459887673)"
HENRY'S SWING CLUB,14-18 W HUBBARD ST 1ST & BSMT,CHICAGO,IL,60654,Tavern,41.8901664,-87.62854579,"(41.89016640039207, -87.62854579369515)"
LUCKY'S TAP,4046 S ARCHER AVE,CHICAGO,IL,60632,Tavern,41.82018685,-87.69453101,"(41.820186847898036, -87.69453100766316)"
Cuvee,308 W ERIE ST,CHICAGO,IL,60610,Tavern,41.8940729,-87.63606586,"(41.89407290438245, -87.63606585655697)"
SLACKERS TAP,11848 S WESTERN AVE,CHICAGO,IL,60643,Tavern,41.67759689,-87.68085884,"(41.67759689245113, -87.6808588440903)"
"THE VILLAGE TAP, INC.",2055 W ROSCOE ST 1,CHICAGO,IL,60618,Tavern,41.94308171,-87.68064405,"(41.94308170715916, -87.68064405309912)"
MARSHFIELD URBAN GRILL,2417 N CLYBOURN AVE 1ST,CHICAGO,IL,60614,Tavern,41.9256713,-87.66984157,"(41.925671303974354, -87.66984156875924)"
HUNT CLUB,1100-1106 N STATE ST,CHICAGO,IL,60610,Tavern,41.90190555,-87.62849308,"(41.90190555423841, -87.62849307613354)"
KORONA LOUNGE INC,4710 S PULASKI RD  1,CHICAGO,IL,60632,Tavern,41.80750256,-87.72372116,"(41.8075025546062, -87.7237211599538)"
BREHON PUB,731-733 N WELLS ST,CHICAGO,IL,60610,Tavern,41.89564749,-87.63402987,"(41.89564749189664, -87.63402986481714)"
OCHOA'S BAR & GRILL,1325 W 47TH ST,CHICAGO,IL,60609,Tavern,41.80857536,-87.6588654,"(41.80857536026874, -87.65886540390885)"
STUDIO 51,2522-2524 W 51ST ST  1,CHICAGO,IL,60632,Tavern,41.80120545,-87.68775219,"(41.80120544865184, -87.68775219068961)"
BOBBY G'S,6843 W ARCHER AVE,CHICAGO,IL,60638,Tavern,41.79201375,-87.79327643,"(41.792013747165264, -87.79327642871685)"
ATMOSPHERE,5355 N CLARK ST 1ST,CHICAGO,IL,60640,Tavern,41.97966731,-87.66812847,"(41.97966731313224, -87.66812846762794)"
REYNOLDS LOUNGE INC,938 E 75TH ST 1,CHICAGO,IL,60619,Tavern,41.75873463,-87.60141612,"(41.758734630964526, -87.60141611535671)"
THE ODYSSEY LOUNGE EAST,9942 S TORRENCE AVE 1,CHICAGO,IL,60617,Tavern,41.7140383,-87.55990295,"(41.714038302463685, -87.55990294528414)"
RAW BAR & GRILL,3720 N CLARK ST,CHICAGO,IL,60613,Tavern,41.94959069,-87.65860702,"(41.94959069063464, -87.65860701972706)"
1555 CLUB,1555 N DAYTON ST,CHICAGO,IL,60622,Tavern,41.91024672,-87.64933664,"(41.91024672079616, -87.64933664327036)"
BIALYSTOK MONK CHICAGO INC,3653 W DIVERSEY AVE,CHICAGO,IL,60647,Tavern,41.93177325,-87.71933833,"(41.931773251903934, -87.71933832858234)"
RICK'S BAR,939 S WESTERN AVE 1ST,CHICAGO,IL,60612,Tavern,41.86907806,-87.68595793,"(41.86907805736995, -87.68595793037022)"
MEE MAH,4032 W PETERSON AVE # 1ST,CHICAGO,IL,60646,Tavern,41.99022936,-87.72992362,"(41.99022935589884, -87.72992361555443)"
MOODY'S RESTAURANT INC,5908 N BROADWAY  1ST,CHICAGO,IL,60660,Tavern,41.9893336,-87.66039461,"(41.98933359616522, -87.6603946130645)"
LOTTIE'S PUB,1925 W CORTLAND ST 1ST,CHICAGO,IL,60622,Tavern,41.91585488,-87.67621791,"(41.915854880451626, -87.6762179092616)"
JOKES & NOTES,4641 S DR MARTIN LUTHER KING JR DR 1,CHICAGO,IL,60653,Tavern,41.81004191,-87.61646112,"(41.81004191151609, -87.61646112336591)"
JEREZ SPORT BAR AND GRILL,5726 W GRAND AVE,CHICAGO,IL,60639,Tavern,41.91952659,-87.76937583,"(41.919526594497476, -87.76937582701346)"
MUGS BUNNY,13401 S BALTIMORE AVE,CHICAGO,IL,60633,Tavern,41.65176176,-87.54701266,"(41.65176176292082, -87.54701265459964)"
3420 BLUES CLUB INC,3420 W ARMITAGE AVE 1ST #,CHICAGO,IL,60647,Tavern,41.91744162,-87.71279603,"(41.91744162429381, -87.7127960299228)"
EL TORO LOCO,5708 S WESTERN AVE 1,CHICAGO,IL,60636,Tavern,41.78988777,-87.68407544,"(41.78988776718009, -87.6840754391918)"
DI'S DEN,5100-5104 W IRVING PARK RD,CHICAGO,IL,60641,Tavern,41.95343829,-87.75475433,"(41.953438287118054, -87.7547543279566)"
694 WINE & SPIRITS,694 N MILWAUKEE AVE,CHICAGO,IL,60642,Tavern,41.89422978,-87.65252071,"(41.89422978422928, -87.65252070814081)"
GALLOWAY'S MYSTIC,10649 S PULASKI RD,CHICAGO,IL,60655,Tavern,41.69891105,-87.72050331,"(41.69891105319152, -87.72050330489338)"
9705 CORP,9705 S HALSTED ST  1,CHICAGO,IL,60628,Tavern,41.71754196,-87.64295867,"(41.717541962365075, -87.64295866628888)"
MUG SHOTS,7718 W ADDISON ST,CHICAGO,IL,60634,Tavern,41.94530947,-87.82042719,"(41.9453094646909, -87.82042719380131)"
MARIO & SANDRA'S BAR & GRILL,3620 S CALIFORNIA AVE 1ST,CHICAGO,IL,60632,Tavern,41.827523,-87.69489075,"(41.827523001547085, -87.69489075377746)"
@ NORTH BAR,1637 W NORTH AVE,CHICAGO,IL,60622,Tavern,41.91049988,-87.66920617,"(41.910499875487055, -87.66920616953142)"
O'HARA'S TAP,3541 E 106TH ST 1ST #,CHICAGO,IL,60617,Tavern,41.70263295,-87.53730829,"(41.70263294938827, -87.53730829142488)"
WABASH TAP,1233 S WABASH AVE 1ST,CHICAGO,IL,60605,Tavern,41.8665204,-87.6256632,"(41.866520395587116, -87.62566319786642)"
ED AND JEAN'S,2032 W ARMITAGE AVE 1ST,CHICAGO,IL,60647,Tavern,41.91784138,-87.67893683,"(41.91784138378249, -87.67893682868016)"
PARADISE CLUB,7068 W BELMONT AVE 1ST,CHICAGO,IL,60634,Tavern,41.93814754,-87.80386308,"(41.938147541640866, -87.80386308149528)"
UNFORGETABLE LOUNGE,4206 W IRVING PARK RD 1ST,CHICAGO,IL,60641,Tavern,41.95370187,-87.73282036,"(41.95370186712484, -87.73282035885879)"
PAP TAP,5532 S NARRAGANSETT AVE 1ST,CHICAGO,IL,60638,Tavern,41.79134115,-87.78191652,"(41.79134115145793, -87.78191651512162)"
MARIANNA'S PLACE,5625 W 63RD ST 1ST,CHICAGO,IL,60638,Tavern,41.77792381,-87.76265939,"(41.77792381411959, -87.76265938509499)"
CONRAD'S PLACE,6522 S PULASKI RD 1ST #,CHICAGO,IL,60629,Tavern,41.77432617,-87.72279816,"(41.774326171289246, -87.72279816113895)"
LOUIE'S PUB,1659 W NORTH AVE,CHICAGO,IL,60622,Tavern,41.91048833,-87.67007042,"(41.91048833165543, -87.67007042084737)"
MICKEY'S PLACE,2345 N LEAVITT ST  1,CHICAGO,IL,60647,Tavern,41.92405337,-87.68258626,"(41.92405337234114, -87.68258626163593)"
CACTUS BAR & GRILL,404-412 S WELLS ST,CHICAGO,IL,60607,Tavern,41.87669416,-87.63383684,"(41.8766941556357, -87.63383683833278)"
FAMILY LOUNGE,6946 S RACINE AVE,CHICAGO,IL,60636,Tavern,41.76730003,-87.65432069,"(41.767300033477646, -87.6543206847795)"
HUETTEN BAR,4721 N LINCOLN AVE 1ST,CHICAGO,IL,60625,Tavern,41.96720314,-87.68748291,"(41.96720313918214, -87.68748291104)"
COLE'S,2338 N MILWAUKEE AVE,CHICAGO,IL,60647,Tavern,41.92359712,-87.69871397,"(41.92359712179481, -87.69871397191703)"
LUSH WINE & SPIRITS,1412 W CHICAGO AVE 1ST,CHICAGO,IL,60642,Tavern,41.89625011,-87.66295411,"(41.89625011016584, -87.66295410715367)"
DOWNTOWN,440 N STATE ST 1ST & BSMT,CHICAGO,IL,60654,Tavern,41.89046259,-87.62817094,"(41.89046258527004, -87.62817094368984)"
FRANCO'S RISTORANTE,300 W 31ST ST 1ST,CHICAGO,IL,60616,Tavern,41.83831429,-87.63416683,"(41.838314285595594, -87.63416682725416)"
SPORTSMANS CLUB,948 N WESTERN AVE 1ST,CHICAGO,IL,60622,Tavern,41.89901736,-87.68707308,"(41.89901735734197, -87.68707307892538)"
O'MALLEY'S PUB,3215 N HARLEM AVE,CHICAGO,IL,60634,Tavern,41.93848471,-87.80661665,"(41.93848470457911, -87.80661664953259)"
SIENA TAVERN,51 W KINZIE ST,CHICAGO,IL,60654,Tavern,41.88911808,-87.6299233,"(41.88911807836364, -87.62992330278485)"
BRIGADOON,5748 W LAWRENCE AVE,CHICAGO,IL,60630,Tavern,41.96783826,-87.77162351,"(41.9678382570795, -87.7716235051089)"
LAWN MAGIC LOUNGE,6752 S PULASKI RD 1ST,CHICAGO,IL,60629,Tavern,41.76977202,-87.72267947,"(41.769772014709886, -87.7226794740646)"
SYRENA'S BALTIC LOUNGE,4276 S ARCHER AVE,CHICAGO,IL,60632,Tavern,41.8157356,-87.70179415,"(41.81573559698216, -87.70179414597955)"
EDISON PARK INN,6711-15 N OLMSTED AVE,CHICAGO,IL,60631,Tavern,42.0024276,-87.81714426,"(42.0024275999838, -87.81714425962014)"
BREWBAKERS,10350 S WESTERN AVE,CHICAGO,IL,60643,Tavern,41.70486871,-87.68171959,"(41.70486871150318, -87.68171958749872)"
BLACK ROCK PUB,3614 N DAMEN AVE,CHICAGO,IL,60618,Tavern,41.94732166,-87.67871173,"(41.94732166015366, -87.67871173244984)"
GUTHRIES TAVERN,1300 W ADDISON ST,CHICAGO,IL,60613,Tavern,41.947217,-87.66165958,"(41.94721700234395, -87.66165958148052)"
CARAVAN,4810 N BROADWAY  1,CHICAGO,IL,60640,Tavern,41.96935748,-87.65982657,"(41.96935748217429, -87.65982656853042)"
MISKA'S,4044-4046 W 26TH ST 1ST,CHICAGO,IL,60623,Tavern,41.8443402,-87.72621693,"(41.844340200981776, -87.72621693173878)"
THE LYONS TAP,3316 W 63RD ST  1,CHICAGO,IL,60629,Tavern,41.77903184,-87.70628687,"(41.77903184210534, -87.70628686505918)"
FRANCES' COCKTAIL LOUNGE,307 E 75TH ST,CHICAGO,IL,60619,Tavern,41.75824795,-87.61796718,"(41.75824795059918, -87.61796718262126)"
BEACHWOOD INN,1415 N WOOD ST,CHICAGO,IL,60622,Tavern,41.90758321,-87.67234841,"(41.90758320894764, -87.67234841089311)"
PETE & MARY'S LOUNGE,5908 W 63RD ST 1ST,CHICAGO,IL,60638,Tavern,41.77800882,-87.76948381,"(41.77800881941127, -87.7694838110424)"
KEENAN O'REILLY'S PUB,3916 N ASHLAND AVE 1,CHICAGO,IL,60613,Tavern,41.95299261,-87.66915912,"(41.95299261359812, -87.66915912325935)"
YAKZIE'S BAR & GRILL,3710 N CLARK ST,CHICAGO,IL,60613,Tavern,41.94930115,-87.65837529,"(41.949301153639674, -87.65837528684472)"
THE HOME TAVERN,2828 N LINCOLN AVE 1ST,CHICAGO,IL,60657,Tavern,41.93314292,-87.65973995,"(41.93314292373015, -87.65973994522443)"
T & A TOO INC,4156 N ST LOUIS AVE,CHICAGO,IL,60618,Tavern,41.95731096,-87.71561791,"(41.95731096114492, -87.7156179066361)"
KAZIMIERZANKA,4785 S ARCHER AVE,CHICAGO,IL,60632,Tavern,41.8065474,-87.71630467,"(41.80654740106753, -87.71630466982813)"
THE EDGEWATER,5600 N ASHLAND AVE,CHICAGO,IL,60660,Tavern,41.98351514,-87.66996498,"(41.98351514124454, -87.66996498371617)"
THE PUMPING CO INC,6157 N BROADWAY,CHICAGO,IL,60660,Tavern,41.9939727,-87.66024238,"(41.99397270196283, -87.66024237516903)"
END ZONE TAP,10036 S WESTERN AVE,CHICAGO,IL,60643,Tavern,41.71077679,-87.68189948,"(41.71077678752738, -87.68189948436464)"
MULLEN'S BAR & GRILL,7301 N WESTERN AVE,CHICAGO,IL,60645,Tavern,42.01418203,-87.69008399,"(42.01418202950291, -87.69008398609922)"
MOTOR ROW BREWING,2337 S MICHIGAN AVE 1,CHICAGO,IL,60616,Tavern,41.8500047,-87.62358624,"(41.85000469552829, -87.62358624366739)"
EL HEFE,15 W HUBBARD ST 1ST,CHICAGO,IL,60654,Tavern,41.8899462,-87.62858931,"(41.889946196683894, -87.62858930629194)"
LUTNIA RESTAURANT,5532 W BELMONT AVE,CHICAGO,IL,60641,Tavern,41.93869782,-87.76541114,"(41.93869781741385, -87.76541113658556)"
INNEXILE INC,5758 W 65TH ST,CHICAGO,IL,60638,Tavern,41.77441825,-87.76634806,"(41.77441825086385, -87.76634806001893)"
POPS FOR CHAMPAGNE,601-605 N STATE ST,CHICAGO,IL,60654,Tavern,41.89251729,-87.62794972,"(41.89251729286969, -87.62794971765776)"
BEVIAMO,1358 W TAYLOR ST 1ST,CHICAGO,IL,60607,Tavern,41.86945039,-87.66156785,"(41.8694503870074, -87.66156785401965)"
JOIE DE VINE,1744 W BALMORAL AVE,CHICAGO,IL,60640,Tavern,41.97986594,-87.67390933,"(41.97986594183583, -87.67390932866451)"
FOUNTAIN BLUE,4158 S CAMPBELL AVE 1ST,CHICAGO,IL,60632,Tavern,41.81755841,-87.68730852,"(41.81755840543522, -87.68730852034749)"
ZEBRA LOUNGE,1220 N STATE PKWY 1ST,CHICAGO,IL,60610,Tavern,41.90453204,-87.62884615,"(41.9045320406348, -87.62884614950256)"
JACQUELINE LOUNGE,7001 W DIVERSEY AVE,CHICAGO,IL,60707,Tavern,41.93070784,-87.80106867,"(41.93070783891614, -87.80106867172118)"
DARRIN'S,1249 E 87TH ST,CHICAGO,IL,60619,Tavern,41.73670526,-87.5930218,"(41.73670525705425, -87.59302180019431)"
OLLIES,1064 W BERWYN AVE,CHICAGO,IL,60640,Tavern,41.97829159,-87.65764128,"(41.978291592499495, -87.65764127563683)"
VICE DISTRICT TAPROOM,1454 S MICHIGAN AVE 1,CHICAGO,IL,60605,Tavern,41.86257324,-87.62418878,"(41.86257323716227, -87.62418877977564)"
CUNNEEN'S PUB,1424 W DEVON AVE 1ST,CHICAGO,IL,60660,Tavern,41.99823338,-87.66660157,"(41.99823338201386, -87.66660156947138)"
LIBERTY LOUNGE,3341 N WESTERN AVE 1,CHICAGO,IL,60618,Tavern,41.94251887,-87.68788255,"(41.94251887139443, -87.68788254619245)"
EXCALIBUR CLUB,451 E 111TH ST,CHICAGO,IL,60628,Tavern,41.69264879,-87.61137737,"(41.69264879305761, -87.61137736871626)"
MAGNOLIA SPORTS BAR,12217 S HALSTED ST,CHICAGO,IL,60628,Tavern,41.67181818,-87.64156137,"(41.67181817763099, -87.64156137438015)"
TENCAT INC,3931 N ASHLAND AVE  1,CHICAGO,IL,60613,Tavern,41.95338037,-87.66887584,"(41.95338036796527, -87.66887583769332)"
"JADRAN, LTD",3025 W IRVING PARK RD 1ST,CHICAGO,IL,60618,Tavern,41.95383311,-87.70429039,"(41.95383310938685, -87.70429039248356)"
K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,CHICAGO,IL,60634,Tavern,41.94924586,-87.76701801,"(41.94924585951233, -87.76701801314188)"
NITE CAP,5007-5009 W IRVING PARK RD,CHICAGO,IL,60641,Tavern,41.9532425,-87.75253199,"(41.95324249980824, -87.75253198482571)"
"CHICAGO NEWSROOM, INC",500 W MADISON ST,CHICAGO,IL,60661,Tavern,41.88199434,-87.63975869,"(41.88199433820508, -87.6397586848809)"
SNOPPY'S FIRE LODGE,4759 S HOYNE AVE 1ST,CHICAGO,IL,60609,Tavern,41.80675282,-87.67692727,"(41.80675282167454, -87.67692727284992)"
NELLY'S SALOON,3256 N ELSTON AVE 1ST,CHICAGO,IL,60618,Tavern,41.94052992,-87.70019493,"(41.94052991892226, -87.70019492573454)"
CLUB NU,1340 W 87TH ST,CHICAGO,IL,60620,Tavern,41.73598222,-87.6574425,"(41.7359822166131, -87.65744250210226)"
CORTLAND'S GARAGE,1645 W CORTLAND ST 1,CHICAGO,IL,60622,Tavern,41.91597457,-87.66962157,"(41.91597456632108, -87.66962157196225)"
BAR 57 WEST,5722 W HIGGINS AVE 1,CHICAGO,IL,60630,Tavern,41.97149322,-87.77146915,"(41.971493221143874, -87.77146915127514)"
PHOENIX,4358 N CICERO AVE,CHICAGO,IL,60641,Tavern,41.96066903,-87.74767761,"(41.96066903425848, -87.7476776087695)"
INDEPENDENCE TAP,3932 W IRVING PARK RD 1ST,CHICAGO,IL,60618,Tavern,41.95377451,-87.72645871,"(41.95377450976464, -87.7264587067583)"
KAROLINKA CLUB,6102 S CENTRAL AVE,CHICAGO,IL,60638,Tavern,41.7815697,-87.7620132,"(41.78156970293239, -87.76201319891189)"
SPECTRUM SPORTS BAR & GRILL,233 S HALSTED ST,CHICAGO,IL,60661,Tavern,41.87817257,-87.64709974,"(41.878172571606136, -87.64709973557522)"
CUERNAVACA RESTAURANT INC,1160 W 18TH ST,CHICAGO,IL,60608,Tavern,41.85807384,-87.65579981,"(41.85807383601942, -87.65579980518957)"
BG'S LOUNGE INC,3362 N NARRAGANSETT AVE 1ST,CHICAGO,IL,60634,Tavern,41.94194407,-87.78635531,"(41.941944070221766, -87.78635531271422)"
"EL POBRE JOSE, INC.",3409 W NORTH AVE GROUND,CHICAGO,IL,60647,Tavern,41.90993932,-87.71226971,"(41.90993931702766, -87.71226971034707)"
GOOD TIMES SPORTS BAR,200-210 E 35TH ST 2ND,CHICAGO,IL,60616,Tavern,41.83116948,-87.62170521,"(41.831169482324235, -87.62170520883589)"
FRIAR TUCK INC.,3010 N BROADWAY  # 1ST,CHICAGO,IL,60657,Tavern,41.93682413,-87.64443945,"(41.93682413326325, -87.64443945442758)"
P J'S BREWERY,3848 N HARLEM AVE,CHICAGO,IL,60634,Tavern,41.95034769,-87.80732945,"(41.95034769269968, -87.80732944580947)"
CLUB FOOT,1824 W AUGUSTA BLVD 1ST,CHICAGO,IL,60622,Tavern,41.89972606,-87.67334851,"(41.89972606033495, -87.67334851425366)"
MISKA'S/ EVA'S SPORTS BAR,7171-7173 W GRAND AVE,CHICAGO,IL,60707,Tavern,41.92375588,-87.80535686,"(41.923755883896405, -87.8053568587367)"
CARY'S LOUNGE,2251 W DEVON AVE,CHICAGO,IL,60659,Tavern,41.99766984,-87.68704543,"(41.99766984044023, -87.68704543407881)"
HOT CITY LOUNGE,7432 S RACINE AVE 1ST,CHICAGO,IL,60636,Tavern,41.75864353,-87.65409389,"(41.75864352890194, -87.65409388721017)"
